-,-,-
0.33,9.76,0.90
-0.96,7.87,4.82
-1.57,9.34,4.87
-1.71,7.35,4.75
-1.23,10.24,4.76
-1.35,8.19,4.81
-1.76,7.94,4.69
-0.66,9.61,4.89
-1.39,8.16,4.92
-1.76,8.77,4.93
-1.13,9.28,4.91
-1.47,8.26,4.81
-0.91,9.05,4.80
-1.16,8.43,4.75
-2.74,6.66,4.63
0.28,8.45,4.71
-2.21,7.52,4.48
-1.33,7.15,4.33
-1.76,8.91,4.37
-1.75,8.09,4.16
-0.68,9.48,4.13
-2.63,8.07,3.83
-1.38,8.75,3.84
-0.55,8.58,3.83
-1.38,9.90,4.12
-1.41,10.99,4.02
-2.20,11.20,4.03
-2.38,11.14,4.05
-1.20,10.45,3.99
-1.64,10.46,3.83
-2.18,9.85,3.82
-1.30,9.34,3.73
-1.32,9.95,3.85
-0.98,9.84,3.96
-2.00,8.78,4.00
-1.46,9.72,4.10
-2.06,9.90,4.12
-0.52,9.28,4.37
-0.27,8.28,4.42
-2.04,9.21,4.55
-0.66,8.73,4.69
-1.69,7.85,4.85
-1.44,8.16,4.91
-0.23,8.01,5.05
-0.38,7.52,5.01
-1.55,8.15,4.87
0.38,8.63,5.03
-1.13,7.77,4.96
-0.15,8.02,5.06
0.36,7.09,4.99
-0.36,8.32,4.97
0.28,6.99,5.02
-0.38,7.88,5.02
-0.54,7.97,5.16
-0.55,8.22,5.13
-0.49,8.62,5.16
-0.70,9.11,5.20
-0.83,8.44,5.15
-0.75,8.71,5.00
-0.99,8.91,4.88
-1.18,8.64,4.77
-0.16,8.44,4.67
-1.22,9.14,4.74
-0.79,8.17,4.62
-0.10,9.37,4.50
-1.67,9.05,4.41
-1.13,7.74,4.34
-0.66,9.14,4.28
-1.58,8.31,4.13
-0.37,9.05,3.98
-0.43,10.00,4.02
-2.02,9.02,3.96
-0.32,8.80,3.87
-0.46,10.24,3.96
-1.36,9.14,3.79
-0.03,10.71,3.95
-2.14,10.09,3.87
-0.80,10.47,3.93
-0.64,9.78,3.87
-1.45,10.37,3.83
-0.73,9.53,3.77
-0.48,10.61,3.90
-1.27,9.28,3.82
-0.44,9.51,3.94
-1.25,9.35,3.92
-0.05,9.18,4.00
-0.80,9.29,4.09
-1.12,8.66,4.17
-1.00,8.71,4.26
-0.13,8.85,4.32
-1.30,8.67,4.26
-0.21,9.76,4.41
-0.44,8.66,4.55
-0.30,8.76,4.91
-0.68,8.00,4.85
-0.42,8.98,4.93
-0.51,8.04,4.88
-0.89,8.38,4.80
0.90,9.46,5.20
-2.98,7.12,5.01
0.90,8.07,4.98
1.49,9.09,5.04
-1.16,7.73,4.76
2.35,8.94,5.18
-1.76,7.56,4.89
0.25,8.74,5.29
-0.05,7.84,5.10
-0.23,9.44,5.27
-0.44,8.51,5.25
-0.47,9.17,5.29
-0.46,8.09,5.24
-0.02,9.20,5.25
-0.25,8.40,5.12
0.05,9.15,5.21
-0.80,7.82,5.15
-0.01,9.61,5.26
-0.29,7.75,5.09
-0.12,9.55,5.27
-0.49,8.17,5.17
-0.37,9.67,5.32
0.09,8.84,5.20




-,-,-
-0.21,8.77,5.81
-0.75,7.99,5.82
-0.73,9.15,5.78
-0.29,7.30,5.83
-1.76,6.87,5.94
-1.10,9.13,5.83
0.05,8.23,5.65
-0.55,5.93,5.49
0.13,6.47,5.45
-0.89,-3.68,4.83
1.51,0.88,3.74
-5.94,13.01,2.86
-1.01,15.27,3.47
-3.21,19.08,4.09
-0.93,16.92,4.15
0.44,14.89,4.17
-0.91,14.65,3.95
0.22,11.37,3.51
0.38,9.13,3.66
1.79,4.54,4.00
0.87,2.67,4.55
-0.51,2.09,4.75
1.07,2.04,4.65
0.48,3.81,4.29
-0.59,3.12,4.19
1.25,6.35,4.16
1.14,9.55,4.72
-1.12,10.14,4.87
-1.89,12.67,5.34
-0.34,13.11,5.27
-2.11,14.73,5.37
-1.93,14.09,4.95
-2.52,16.21,4.66
1.12,14.69,4.49
-0.66,10.65,3.84
1.86,5.83,3.56
3.47,3.17,3.96
1.07,1.40,4.41
1.74,1.92,5.28
2.26,6.00,5.86
-1.28,7.54,5.95
-1.30,10.04,6.27
-0.76,8.59,6.35
0.69,8.46,6.34
-0.25,8.12,6.34
-0.72,8.68,6.39
-0.24,8.53,6.24
-0.72,8.01,6.06
1.33,7.56,6.22
-0.81,8.09,5.99
-0.12,8.24,6.08
0.29,8.57,6.04
-0.28,7.73,6.31
-0.71,7.48,6.17
0.04,8.46,6.19
0.14,8.90,6.05
-0.51,7.41,5.98




-,-,-
-0.90,6.80,7.02
-1.70,7.74,6.99
0.15,7.73,7.03
-1.43,6.65,6.98
-1.34,6.58,6.96
-0.97,7.10,6.91
-1.42,6.74,6.81
-0.47,6.13,6.84
-1.12,6.36,6.67
-1.21,6.28,6.50
-1.08,7.32,6.42
-1.10,6.95,6.26
-0.66,7.31,6.14
-1.07,7.06,6.00
-0.98,7.32,5.72
-1.57,6.42,5.76
-1.06,6.65,5.53
-0.88,9.41,5.32
-2.32,7.46,5.17
-0.58,8.30,4.81
-0.65,10.39,4.90
-3.53,8.31,4.73
-1.12,5.54,3.97
-0.78,11.55,4.27
-2.22,8.88,3.62
-0.21,9.50,3.62
-2.15,10.67,3.42
-1.83,9.59,3.18
-0.74,9.42,3.18
-3.53,10.99,3.07
-1.55,9.64,3.04
-1.30,11.22,3.05
-4.01,12.47,2.97
-2.02,9.76,3.01
-2.54,12.35,3.10
-2.95,11.34,3.01
-1.67,10.48,2.99
-2.31,9.71,2.95
-1.89,10.78,3.26
0.03,11.13,3.46
-2.96,10.32,3.51
-1.28,9.38,3.76
-1.31,10.28,4.26
-0.73,9.34,4.36
-1.92,9.67,4.40
-1.04,8.48,4.57
-1.53,7.60,4.51
0.02,8.51,4.77
-0.91,7.48,4.87
0.54,7.74,5.17
-0.94,7.84,5.33
0.66,7.86,5.70
-1.62,6.75,5.87
-0.58,6.22,6.06
-0.30,5.99,6.17
-1.48,6.29,6.29
-1.35,4.98,6.23
-0.04,6.83,6.22
0.61,6.15,6.22
-0.40,5.11,6.14
-0.27,5.88,6.32
-1.57,6.05,6.13
0.53,8.01,6.28
-1.07,7.38,6.28
-0.75,7.29,6.11
-1.30,7.36,6.19
-1.02,8.09,6.00
-0.30,8.54,6.05
-1.80,7.31,5.75
-0.28,8.36,5.69
-1.52,7.82,5.47
-0.88,7.82,4.82
-1.03,8.84,4.89
-0.81,7.84,4.66
0.24,9.79,4.67
-2.24,8.11,4.28
-0.31,9.51,4.16
-0.18,9.27,3.95
-2.34,9.47,3.71
0.79,8.73,3.73
-1.83,9.68,3.58
-2.13,9.48,3.13
-0.39,10.87,3.32
-2.24,9.08,2.98
-1.61,10.34,2.54
-0.43,10.57,2.57
-2.28,11.94,2.65
-1.43,10.32,2.78
-3.16,12.01,2.79
-2.45,13.18,3.05
-2.34,11.77,2.99
-2.03,12.50,2.96
-1.94,11.58,2.83
-1.69,10.67,2.84
