-,-,-
-0.85,7.65,6.49
-1.79,7.17,6.43
-1.50,7.22,6.40
-1.53,7.51,6.53
-1.17,7.60,6.62
-1.31,7.51,6.71
-1.18,8.58,6.91
-1.27,7.60,6.79
-2.09,7.40,6.68
-0.85,7.59,6.66
-1.78,7.61,6.50
-0.93,6.78,6.52
-1.53,7.52,6.59
-1.31,7.19,6.59
-1.44,7.44,6.68
-2.52,7.60,6.63
-1.33,7.64,6.72
-1.64,7.30,6.69
-1.12,7.18,6.60
-1.65,6.04,6.27
-1.79,5.34,5.90
-1.03,3.51,5.19
-2.84,-2.15,3.34
0.16,7.52,3.20
-4.18,9.49,2.22
-0.73,18.69,4.21
-3.04,15.17,3.83
-1.25,12.38,3.99
-0.31,12.89,4.28
-3.07,11.94,4.02
-2.37,15.17,4.36
-2.13,15.17,3.96
-2.29,8.90,3.40
-0.08,7.92,4.13
1.89,5.36,4.29
-3.66,1.68,4.25
1.27,3.85,5.26
-2.28,4.00,5.20
0.08,5.03,5.38
-1.64,4.66,5.05
-1.46,3.64,4.60
-2.93,2.66,3.54
-0.84,3.94,2.66
-0.47,14.06,3.55
-1.69,14.46,3.45
-1.30,14.79,3.82
-0.83,12.86,3.90
-1.83,13.81,4.17
-1.89,15.70,4.51
-2.27,17.97,4.34
-3.31,20.98,3.91
-0.30,11.53,1.18
0.83,5.84,2.50
2.43,-2.49,3.17
1.00,-0.40,4.65
2.32,1.65,5.51
0.63,4.79,6.05
-0.17,7.76,6.73
-0.50,7.39,6.95
-0.12,7.12,7.27
-0.40,8.63,7.53
-0.57,7.64,7.43
-0.29,7.06,7.36
-0.58,7.60,7.24
-0.28,7.64,7.13
-0.40,6.67,6.98
-0.45,7.91,7.03
-1.13,7.69,6.94
0.22,6.58,6.96
-1.01,6.91,6.97
-0.01,7.74,7.10




-,-,-
-1.68,6.99,7.12
-1.67,6.69,7.04
-1.71,7.04,7.13
-1.39,7.38,7.25
-1.20,7.02,7.27
-1.48,7.34,7.31
-1.59,7.68,7.33
-1.51,6.42,7.13
-2.07,5.90,6.72
-2.22,2.43,5.30
0.89,-9.50,2.83
1.27,-8.65,-1.83
-9.11,12.28,-3.52
-9.50,41.09,4.94
-5.14,30.25,5.42
0.50,25.63,4.59
-4.07,10.19,0.19
-1.61,-3.56,-0.76
5.63,-10.28,0.63
-0.78,-18.86,-0.89
-2.68,-9.28,-4.52
-7.17,14.66,-2.41
-1.63,30.08,1.70
-4.53,40.78,6.23
-7.18,27.97,3.94
-4.80,26.20,0.88
-3.72,7.71,-3.76
7.75,-7.51,-1.22
4.72,-10.39,2.96
0.35,0.71,4.92
-0.18,6.55,5.99
0.31,5.22,6.69
-0.33,7.37,7.57
-2.35,8.21,8.08
-0.85,7.98,8.19
-0.46,6.87,7.78
-0.44,6.86,7.61
-0.25,6.63,7.52
-0.42,6.85,7.42




-,-,-
-1.41,4.70,6.53
-1.69,4.58,6.30
-1.98,3.10,5.80
0.31,0.90,4.40
-2.64,-1.42,2.49
-1.13,10.55,3.22
-3.50,14.40,3.78
-2.93,14.62,4.35
-2.79,12.97,4.21
-2.23,11.13,3.76
-0.89,8.86,3.32
-2.40,10.01,2.98
-2.42,10.87,2.74
-1.61,13.08,2.83
-3.71,12.39,2.63
-3.20,14.79,3.15
-3.77,14.77,2.90
-2.94,13.07,2.73
-2.47,12.20,2.72
-2.35,11.19,2.66
-1.67,13.30,2.99
-0.96,10.44,2.44
-3.03,8.48,3.23
-1.70,5.13,3.62
0.41,2.23,5.20
-0.32,4.94,6.23
-2.60,4.16,6.27
0.52,2.03,6.60
0.35,0.55,6.78
-0.28,2.46,6.85
-0.76,2.11,6.44
-0.12,1.15,5.85
-0.79,0.06,5.12
