-,-,-
-1.37,7.25,5.77
-2.20,7.78,5.75
-2.41,8.01,5.79
-1.98,7.87,5.77
-1.93,7.98,5.81
-2.56,8.39,5.89
-1.62,7.86,5.90
-2.62,8.18,5.80
-2.05,8.12,5.83
-1.50,8.05,5.87
-2.87,7.67,5.70
-1.96,5.86,5.50
-1.20,5.55,5.22
-1.10,5.14,5.10
-2.28,4.14,4.61
-1.85,2.94,3.73
-1.97,9.35,3.29
-2.98,10.94,3.33
-4.82,12.02,3.36
-2.34,8.09,3.12
-2.25,11.54,3.21
-4.35,11.83,2.95
-4.65,11.09,2.98
-3.39,11.45,2.64
-2.17,11.95,2.69
-4.33,10.68,2.51
-2.27,10.98,2.75
-3.26,11.41,2.66
-3.95,10.37,2.72
-3.02,9.30,2.80
-1.96,8.86,2.95
-2.90,10.30,3.20
-3.60,10.39,3.27
-2.31,9.93,3.50
-2.48,8.80,3.82
-2.40,5.86,3.89
-1.20,5.97,4.28
-1.61,6.02,4.34
-2.85,7.13,4.49
-1.28,5.25,4.61
-2.20,5.51,4.50
-1.45,5.75,4.38
-1.44,6.86,4.28
-3.28,5.38,3.85
-2.25,8.22,3.78
-3.69,7.74,3.64
-2.07,9.00,3.36
-2.06,9.18,3.33
-3.43,11.69,3.22
-2.66,10.99,3.17
-3.32,12.27,3.07
-2.60,12.66,3.22
-3.31,11.59,3.16
-1.65,11.49,3.34
-3.22,10.90,3.23
-3.01,11.09,3.29
-2.45,10.40,3.29
-4.14,10.74,3.24
-3.83,10.06,3.21
-1.35,9.71,3.26
-2.54,8.59,3.22
-2.16,7.11,3.56
-1.06,5.37,3.86
0.48,4.24,4.24
-0.87,5.74,4.59
-2.52,7.52,4.97
-2.59,5.42,5.11
-2.22,7.37,5.12
-1.63,9.21,5.25
-3.01,9.05,5.15
-2.91,9.68,5.19
-1.08,8.15,5.12
-2.36,8.23,5.04




-,-,-
-2.04,8.01,5.24
-2.28,8.40,5.37
-2.63,7.70,5.32
-1.38,8.76,5.42
-2.71,8.25,5.37
-1.56,8.33,5.48
-2.52,8.47,5.38
-1.18,7.86,5.45
-2.86,8.22,5.34
-1.43,6.93,5.25
-2.64,7.43,5.08
-1.43,6.29,5.04
-1.94,3.27,4.49
-1.27,3.50,4.31
-2.73,5.51,3.60
-1.75,9.12,3.84
-1.22,5.05,3.27
-2.27,7.88,2.78
-3.44,9.34,2.53
-4.16,8.45,1.74
-2.25,9.37,1.42
-2.41,6.68,0.42
-1.48,11.01,-0.08
-3.70,13.48,-0.05
-2.56,12.29,-0.21
